timestamp,action
2025-05-31 19:00:00,sell
2025-05-31 21:00:00,sell
2025-06-01 08:00:00,buy
2025-06-01 11:00:00,buy
2025-06-01 13:00:00,buy
2025-06-01 14:00:00,buy
2025-06-01 15:00:00,buy
2025-06-02 03:00:00,buy
2025-06-02 04:00:00,buy
2025-06-02 09:00:00,buy
2025-06-02 10:00:00,buy
2025-06-02 11:00:00,buy
2025-06-02 12:00:00,buy
2025-06-02 13:00:00,buy
2025-06-02 16:00:00,buy
2025-06-02 17:00:00,buy
2025-06-02 18:00:00,buy
2025-06-02 19:00:00,buy
2025-06-03 00:00:00,buy
2025-06-03 01:00:00,sell
2025-06-03 04:00:00,buy
2025-06-03 14:00:00,sell
2025-06-03 15:00:00,sell
2025-06-04 14:00:00,sell
2025-06-04 15:00:00,sell
2025-06-04 16:00:00,sell
2025-06-04 17:00:00,sell
2025-06-04 18:00:00,sell
2025-06-04 19:00:00,sell
2025-06-04 20:00:00,sell
2025-06-04 21:00:00,sell
2025-06-04 22:00:00,sell
2025-06-04 23:00:00,sell
2025-06-05 00:00:00,sell
2025-06-05 01:00:00,sell
2025-06-05 02:00:00,sell
2025-06-05 03:00:00,sell
2025-06-05 04:00:00,sell
2025-06-05 05:00:00,sell
2025-06-05 06:00:00,sell
2025-06-05 07:00:00,sell
2025-06-05 08:00:00,sell
2025-06-05 09:00:00,sell
2025-06-05 10:00:00,sell
2025-06-05 11:00:00,sell
2025-06-05 12:00:00,sell
2025-06-05 13:00:00,sell
2025-06-05 14:00:00,sell
2025-06-05 15:00:00,sell
2025-06-05 16:00:00,sell
2025-06-05 17:00:00,sell
2025-06-05 18:00:00,sell
2025-06-05 20:00:00,buy
2025-06-05 23:00:00,buy
2025-06-06 00:00:00,buy
2025-06-06 02:00:00,buy
2025-06-06 07:00:00,buy
2025-06-06 22:00:00,buy
2025-06-06 23:00:00,buy
2025-06-08 04:00:00,buy
2025-06-08 05:00:00,buy
2025-06-08 06:00:00,buy
2025-06-08 08:00:00,buy
2025-06-08 09:00:00,buy
2025-06-08 12:00:00,buy
2025-06-08 15:00:00,buy
2025-06-08 21:00:00,buy
2025-06-08 22:00:00,buy
2025-06-08 23:00:00,buy
2025-06-09 02:00:00,buy
2025-06-09 03:00:00,buy
2025-06-09 05:00:00,buy
2025-06-09 06:00:00,buy
2025-06-09 07:00:00,buy
2025-06-09 08:00:00,buy
2025-06-09 09:00:00,buy
2025-06-09 11:00:00,buy
2025-06-09 12:00:00,buy
2025-06-09 14:00:00,buy
2025-06-09 16:00:00,buy
2025-06-09 20:00:00,buy
2025-06-09 22:00:00,buy
2025-06-09 23:00:00,buy
2025-06-10 00:00:00,buy
2025-06-10 02:00:00,buy
2025-06-10 03:00:00,buy
2025-06-10 07:00:00,buy
2025-06-10 09:00:00,buy
2025-06-10 10:00:00,buy
2025-06-10 14:00:00,buy
2025-06-10 15:00:00,buy
2025-06-10 16:00:00,buy
2025-06-10 17:00:00,buy
2025-06-11 03:00:00,sell
2025-06-11 07:00:00,sell
2025-06-11 08:00:00,sell
2025-06-11 11:00:00,sell
2025-06-11 12:00:00,sell
2025-06-11 13:00:00,sell
2025-06-11 14:00:00,sell
2025-06-11 15:00:00,sell
2025-06-11 16:00:00,sell
2025-06-11 17:00:00,sell
2025-06-11 19:00:00,sell
2025-06-11 20:00:00,sell
2025-06-11 21:00:00,sell
2025-06-11 22:00:00,sell
2025-06-11 23:00:00,sell
2025-06-12 00:00:00,sell
2025-06-12 01:00:00,sell
2025-06-12 02:00:00,sell
2025-06-12 03:00:00,sell
2025-06-12 04:00:00,sell
2025-06-12 05:00:00,sell
2025-06-12 06:00:00,sell
2025-06-12 07:00:00,sell
2025-06-12 08:00:00,sell
2025-06-12 09:00:00,sell
2025-06-12 10:00:00,sell
2025-06-12 11:00:00,sell
2025-06-12 12:00:00,sell
2025-06-12 13:00:00,sell
2025-06-12 14:00:00,sell
2025-06-12 15:00:00,sell
2025-06-12 16:00:00,sell
2025-06-12 17:00:00,sell
2025-06-12 18:00:00,sell
2025-06-12 19:00:00,sell
2025-06-12 20:00:00,sell
2025-06-12 21:00:00,sell
2025-06-12 22:00:00,sell
2025-06-12 23:00:00,sell
2025-06-13 02:00:00,buy
2025-06-13 05:00:00,buy
2025-06-14 15:00:00,buy
2025-06-14 17:00:00,buy
2025-06-14 18:00:00,buy
2025-06-14 21:00:00,buy
2025-06-14 23:00:00,buy
2025-06-15 00:00:00,buy
2025-06-15 01:00:00,buy
2025-06-15 07:00:00,buy
2025-06-15 12:00:00,buy
