timestamp,action
2025-06-02 08:00:00,buy
2025-06-02 10:00:00,buy
2025-06-02 11:00:00,buy
2025-06-02 12:00:00,buy
2025-06-02 14:00:00,buy
2025-06-02 20:00:00,buy
2025-06-02 21:00:00,buy
2025-06-02 22:00:00,buy
2025-06-02 23:00:00,buy
2025-06-03 00:00:00,buy
2025-06-03 03:00:00,buy
2025-06-03 05:00:00,buy
2025-06-03 06:00:00,buy
2025-06-03 11:00:00,buy
2025-06-03 12:00:00,buy
2025-06-04 20:00:00,sell
2025-06-04 21:00:00,sell
2025-06-04 22:00:00,sell
2025-06-04 23:00:00,sell
2025-06-05 00:00:00,sell
2025-06-05 01:00:00,sell
2025-06-05 02:00:00,sell
2025-06-05 03:00:00,sell
2025-06-05 04:00:00,sell
2025-06-05 05:00:00,sell
2025-06-05 06:00:00,sell
2025-06-05 07:00:00,sell
2025-06-05 08:00:00,sell
2025-06-05 09:00:00,sell
2025-06-05 10:00:00,sell
2025-06-05 11:00:00,sell
2025-06-05 12:00:00,sell
2025-06-05 13:00:00,sell
2025-06-05 14:00:00,sell
2025-06-05 15:00:00,sell
2025-06-05 16:00:00,sell
2025-06-05 17:00:00,sell
2025-06-05 18:00:00,sell
2025-06-05 19:00:00,buy
2025-06-06 01:00:00,buy
2025-06-06 06:00:00,buy
2025-06-07 12:00:00,buy
2025-06-07 13:00:00,buy
2025-06-07 22:00:00,buy
2025-06-08 00:00:00,buy
2025-06-08 02:00:00,buy
2025-06-08 03:00:00,buy
2025-06-08 06:00:00,buy
2025-06-08 09:00:00,buy
2025-06-09 03:00:00,buy
2025-06-09 04:00:00,buy
2025-06-09 06:00:00,buy
2025-06-09 07:00:00,buy
2025-06-09 08:00:00,buy
2025-06-09 09:00:00,buy
2025-06-09 10:00:00,buy
2025-06-09 15:00:00,buy
2025-06-11 12:00:00,sell
2025-06-11 14:00:00,sell
2025-06-11 15:00:00,sell
2025-06-11 20:00:00,sell
2025-06-12 00:00:00,sell
2025-06-12 01:00:00,sell
2025-06-12 02:00:00,sell
2025-06-12 03:00:00,sell
2025-06-12 04:00:00,sell
2025-06-12 05:00:00,sell
2025-06-12 06:00:00,sell
2025-06-12 07:00:00,sell
2025-06-12 08:00:00,sell
2025-06-12 09:00:00,sell
2025-06-12 10:00:00,sell
2025-06-12 11:00:00,sell
2025-06-12 12:00:00,sell
2025-06-12 13:00:00,sell
2025-06-12 14:00:00,sell
2025-06-12 15:00:00,sell
2025-06-12 16:00:00,sell
2025-06-12 17:00:00,sell
2025-06-12 18:00:00,sell
2025-06-12 19:00:00,sell
2025-06-12 21:00:00,sell
2025-06-12 23:00:00,sell
2025-06-13 19:00:00,buy
2025-06-15 16:00:00,buy
2025-06-15 19:00:00,buy
2025-06-15 20:00:00,buy
2025-06-16 03:00:00,buy
2025-06-16 06:00:00,buy
2025-06-16 10:00:00,buy
2025-06-16 11:00:00,buy
2025-06-16 12:00:00,buy
2025-06-16 13:00:00,buy
2025-06-16 15:00:00,sell
2025-06-16 16:00:00,sell
2025-06-16 17:00:00,sell
2025-06-16 18:00:00,sell
2025-06-16 19:00:00,sell
2025-06-16 20:00:00,sell
2025-06-16 21:00:00,sell
2025-06-16 22:00:00,sell
2025-06-16 23:00:00,sell
2025-06-17 00:00:00,sell
2025-06-17 01:00:00,sell
2025-06-17 02:00:00,sell
2025-06-17 03:00:00,sell
2025-06-17 04:00:00,sell
2025-06-17 05:00:00,sell
2025-06-17 07:00:00,sell
2025-06-21 01:00:00,sell
2025-06-21 02:00:00,sell
2025-06-21 03:00:00,sell
2025-06-21 05:00:00,sell
2025-06-21 06:00:00,sell
2025-06-21 07:00:00,sell
2025-06-21 08:00:00,sell
2025-06-21 09:00:00,sell
2025-06-21 10:00:00,sell
2025-06-21 11:00:00,sell
2025-06-21 12:00:00,sell
2025-06-21 13:00:00,sell
2025-06-21 14:00:00,sell
2025-06-21 15:00:00,sell
2025-06-21 16:00:00,sell
2025-06-21 17:00:00,sell
2025-06-21 18:00:00,sell
2025-06-21 19:00:00,sell
2025-06-21 20:00:00,sell
2025-06-21 21:00:00,sell
2025-06-21 22:00:00,sell
2025-06-21 23:00:00,sell
2025-06-22 00:00:00,sell
2025-06-22 01:00:00,sell
2025-06-22 02:00:00,sell
2025-06-22 03:00:00,sell
2025-06-22 04:00:00,sell
2025-06-22 05:00:00,sell
2025-06-22 06:00:00,sell
2025-06-22 07:00:00,sell
2025-06-22 08:00:00,sell
2025-06-22 09:00:00,sell
2025-06-22 10:00:00,sell
2025-06-22 11:00:00,sell
2025-06-22 12:00:00,sell
